11,1,17
12,1,17
14,1,17
14,2,17
15,1,17
16,1,17
16,2,17
16,2,18
16,2,19
16,2,20
16,2,21
16,2,22
16,2,23
16,2,24
16,2,25
16,2,26
16,2,27
16,2,28
16,2,29
16,2,30
16,2,31
16,2,32
16,2,33
16,2,34
16,2,35
16,2,36
16,2,37
16,2,38
16,2,39
16,2,40
16,2,41
16,2,42
16,2,43
16,2,44
16,2,45
16,2,46
16,2,47
16,2,48
17,1,2
17,2,17
17,2,18
17,2,19
17,2,20
17,2,21
17,2,22
17,2,23
17,2,24
17,2,25
17,2,26
17,2,27
17,2,28
17,2,29
17,2,30
17,2,31
17,2,32
17,2,33
17,2,34
17,2,35
17,2,36
17,2,37
17,2,38
17,2,39
17,2,40
17,2,41
17,2,42
17,2,43
17,2,44
17,2,45
17,2,46
17,2,47
17,2,48
18,1,17
18,1,18
18,1,19
18,1,20
18,1,21
18,1,22
18,1,23
18,1,24
18,1,25
18,1,26
18,1,27
18,1,28
18,1,29
18,1,30
18,1,31
18,1,32
18,1,33
18,1,34
18,1,35
18,1,36
18,1,37
18,1,38
18,1,39
18,1,40
18,1,41
18,1,42
18,1,43
18,1,44
18,1,45
18,1,46
18,1,47
18,1,48
20,1,17
20,1,18
20,1,19
20,1,20
20,1,21
20,1,22
20,1,23
20,1,24
20,1,25
20,1,26
20,1,27
20,1,28
20,1,29
20,1,30
20,1,31
20,1,32
20,1,33
20,1,34
20,1,35
20,1,36
20,1,37
20,1,38
20,1,39
20,1,40
20,1,41
20,1,42
20,1,43
20,1,44
20,1,45
20,1,46
20,1,47
20,1,48
21,1,2
22,1,17
22,1,18
22,1,19
22,1,20
22,1,21
22,1,22
22,1,23
22,1,24
22,1,25
22,1,26
22,1,27
22,1,28
22,1,29
22,1,30
22,1,31
22,1,32
22,1,33
22,1,34
22,1,35
22,1,36
22,1,37
22,1,38
22,1,39
22,1,40
22,1,41
22,1,42
22,1,43
22,1,44
22,1,45
22,1,46
22,1,47
22,1,48
23,1,17
23,1,18
23,1,19
23,1,20
23,1,21
23,1,22
23,1,23
23,1,24
23,1,25
23,1,26
23,1,27
23,1,28
23,1,29
23,1,30
23,1,31
23,1,32
23,1,33
23,1,34
23,1,35
23,1,36
23,1,37
23,1,38
23,1,39
23,1,40
23,1,41
23,1,42
23,1,43
23,1,44
23,1,45
23,1,46
23,1,47
23,1,48
24,1,2
25,1,2
30,1,17
30,1,18
30,1,19
30,1,20
30,1,21
30,1,22
30,1,23
30,1,24
30,1,25
30,1,26
30,1,27
30,1,28
30,1,29
30,1,30
30,1,31
30,1,32
30,1,33
30,1,34
30,1,35
30,1,36
30,1,37
30,1,38
30,1,39
30,1,40
30,1,41
30,1,42
30,1,43
30,1,44
30,1,45
30,1,46
30,1,47
30,1,48
